type,omschrijving
BEGNKVP001787001,||||Pakhuis|Particulier Douane-entrepot type C
BEGNKVP001839001,||||Pakhuis|Particulier Douane-entrepot type C
BEGNKVP002142002,NV KATOENNATIE CUSTOMS SERVICES|GELEENLAAN 23|3600|GENK|Pakhuis|Particulier Douane-entrepot type E
BEGNKVP002144001,||||Pakhuis|Particulier Douane-entrepot type C
BEGNKVP002180001,||||Pakhuis|Particulier Douane-entrepot type C
BEGNKVP002354001,||||Pakhuis|Particulier Douane-entrepot type C
BEGNKVP002412001,||||Pakhuis|Particulier Douane-entrepot type C
BEGNKVP002439001,||||Pakhuis|Particulier Douane-entrepot type C
BEGNKZ0002001,FORD WERKE AG|HENRY FORDLAAN 8|3600|GENK|Pakhuis|
BEGNKZ000201,FORD WERKE A.G.|HENRY FORDLAAN 8|3600|GENK|Pakhuis|
BEGNKZ0013001,ESSERS N.V. DOUANE-EXPEDITEUR|TRANSPORTLAAN 4|3600|GENK|Pakhuis|
BEGNKZ1348001,BELSTOR NV|TRANSPORTLAAN 4|3600|GENK|Pakhuis|
BEGNKZ1479001,BERGHAUS N.V.|G. ALEX GALOPINSTRAAT 2|3600|GENK|Pakhuis|
BEGNKZ1589001,EWALS CARGO CARE N.V.|SLINGERWEG 40|3600|GENK|Pakhuis|
BEGNKZ1699001,DOUANEAGENTSCHAP ESSERS NV|TRANSPORTLAAN 4|3600|GENK|Pakhuis|
BEGNKZ1699002,DOUANEAGENTSCHAP ESSERS NV|H. ESSERSLAAN Z/N (HAL 9-11)|3600|GENK|Pakhuis|
BEGNKZ1699003,DOUANEAGENTSCHAP ESSERS NV|BRIKKENHOVENSTRAAT 48|3600|GENK|Pakhuis|
BEGNKZ2142001,BLACK & DECKERS SARL|GELEENLAAN 23|3600|GENK|Pakhuis|
BEGNKZ2142002,BLACK & DECKER S.A.R.L.|GELEENLAAN 23|3600|GENK|Pakhuis|
BEGNKZ2144001,YAZAKI EUROPE LTD|FORD SUPPLIER PARK -|3600|GENK|Pakhuis|
BEGNKZ2221001,NEOVIA LOGISTICS SERVICES LLC (BIJ EWALS CARGO CARE NV)|INDUSTRIEZONE GENK-ZUID 11|3600|GENK|Pakhuis|
BEGNKZ2221002,NEOVIA LOGISTICS SERVICES LLC (BIJ KATOEN NATIE TERMINAL GENK)|GELEENLAAN Z NR|3600|GENK|Pakhuis|
BEGNKZ2410001,JOHNSON CONTROLS AUTOMOTIVE NV DU PONT DE NEMOURS (BELGIUM) BVBA|SLINGERWEG 40|3600|GENK|Pakhuis|
BEGNKZ2439002,SERVICE MAGAZIJN LIMBURG N.V.|MIEËNBROEKSTRAAT 34|3600|GENK|Pakhuis|
BEGNKZ2439003,SERVICE MAGAZIJN LIMBURG N.V.|SWINNENWIJERWEG 16|3600|GENK|Pakhuis|
BEGNKZ2439004,SERVICE MAGAZIJN LIMBURG N.V.|KOLENHAVENSTRAAT 6|3600|GENK|Pakhuis|
BEGNKZ2450048,||3600|GENK|Pakhuis|
BEGNKZ2581001,VAN POPPEL LOMMEL NV|WINTERBEEKLAAN 31|3600|GENK|Pakhuis|
BEGNKZ2589001,GERLACH & CO NV (BIJ ECC)|SLINGERWEG 40|3600|GENK|Pakhuis|
BEGNKZ2605002,VAN POPPEL LOMMEL NV|WINTERBEEKLAAN 31|3600|GENK|Pakhuis|
BEGNKZ2690001,GERLACH & C° N.V.|SLINGERWEG 40|3600|GENK|Pakhuis|
BEGNKZ2792001,"PFIZER SERVICE COMPANY B.V.B.A.|TRANSPORTLAAN 4 - HAL 2, 3, 4 EN 5|3600|GENK|Pakhuis|"
BEGNKZ2821001,"ANSELL HEALTHCARE EUROPE N.V.|TRANSPORTLAAN 4, HAL 5 EN HAL 7|3600|GENK|Pakhuis|"
BEGNKZ2821002,ANSELL HEALTHCARE EUROPE N.V.|H. ESSERSLAAN 45-47 HAL10|3600|GENK|Pakhuis|
BEGNKZ2838001,AXALTA COATING SYSTEMS BELGIUM BVBA|H. ESSERSLAAN 45-47|3600|GENK|Pakhuis|
BEGNKZ2852001,TERUMO EUROPE NV|BRIKKENOVENSTRAAT 48|3600|GENK|Pakhuis|
BEGNKZ2874001,ZOETIS BELGIUM SA|MAG H. ESSERS & ZONEN|3600|GENK|Pakhuis|
BEGNKZ2968001,SABIC PETROCHEMICALS B.V.|GELEENWEG 35|3600|GENK|Pakhuis|
BEGNKZ3213004,MAGAZIJN ESSERS INT TRANSPORT N.V.|H. ESSERSLAAN 45-47|3600|GENK|Pakhuis|
BEGNKZ3213007,MAGAZIJN ESSERS INT. TRANSPORT NV|TRANSPORTLAAN|3600|GENK|Pakhuis|
BEGNKZ3235001,AGFA GEVAERT NV (BIJ H. ESSERS)|H. ESSERSLAAN 45-47 HAL 10H|3600|GENK|Pakhuis|
BEGNTGV00003001,HOUTIMPORT LEMAHIEU||9000|GENT|Pakhuis|
BEGNTGV00005001,EURO-SILO NV||9000|GENT|Pakhuis|
BEGNTGV00005002,EURO-SILO NV||9042|GENT|Pakhuis|
BEGNTGV00005003,EURO-SILO NV||9000|GENT|Pakhuis|
BEGNTGV00005004,EURO-SILO NV||9000|GENT|Pakhuis|
BEGNTGV00008001,ZIEGLER||9000|GENT|Pakhuis|
BEGNTP00082001,ALGIST BRUGGEMAN|LANGERBRUGGE 37|9000|GENT|Pakhuis|
BEGOGOZ2619001,HEREMANS AERTS N.V.|KERNIELERWEG 59|3840|BORGLOON|Pakhuis|
BEGOS,GOSSELIES||||Zeehaven|
BEGOS001,ECS GOSSELIES||||Locatie in zeehaven|Aanlegplaats
BEGOS08283101,BRUSSELS SOUTH CHARLEROI AIRPORT||6041|GOSSELIES|Pakhuis|
BEGOSCRV001,CRV GOSSELIES||||D&A locatie|Verificatiebureeel
BEGOSD0122001,D-0122-A|AVENUE JEAN MERMOZ|6041|CHARLEROI (GOSSELIES)|Pakhuis|Particulier Douane-entrepot type D
BEGOSD0133001,D-0133-A|AV DES ETATS-UNIS 1|6041|CHARLEROI (GOSSELIES)|Pakhuis|Particulier Douane-entrepot type D
BEGOSD0584001,SOLAR TURBINES EUROPE S.A.|D-0584-A|6041|GOSSELIES|Pakhuis|Particulier Douane-entrepot type D
BEGOSD0584002,SOLAR TURBINES EUROPE S.A.|D-0584-A|6041|GOSSELIES|Pakhuis|Particulier Douane-entrepot type D
BEGOSE0121001,E-0121-A|PARC INDUS R NATIONALE 5|6041|CHARLEROI (GOSSELIES)|Pakhuis|Particulier Douane-entrepot type E
BEGOSE0579002,CEDIWAL S.A|E-0579-A|6041|GOSSELIES|Pakhuis|Particulier Douane-entrepot type E
BEGOSE1007001,AMI METALS EUROPE SPRL|BE-A-1007|6041|GOSSELIES|Pakhuis|Particulier Douane-entrepot type E
BEGOSE1007002,AMI METALS EUROPE SPRL|BE-A-1007|6041|GOSSELIES|Pakhuis|Particulier Douane-entrepot type E
BEGOSF0000001,ENTREPOT TYPE F||||Pakhuis|Publiek Douane-entrepot type A
BEGOSMP1900214001,SOLOG|RUE DU CERISIER|6041|GOSSELIES|Pakhuis|
BEGOSMP1900214002,"MAGASIN PPE-GPE-ASSY|ROUTE NATIONALE,5|6041|GOSSELIES|Pakhuis|"
BEGOSMP1900235001,SOLAR TURBINES EUROPE S A|AVENUE JEAN MERMOZ  7|6041|GOSSELIES|Pakhuis|
BEGOSMP1900235002,SOTREWALL|AVENUE JEAN MERMOZ  11|6041|GOSSELIES|Pakhuis|
BEGOSMP1900239001,"VENYO EUROPE S A|AVENUE JEAN MERMOZ ,3 A/B|6041|GOSSELIES|Pakhuis|"
BEGOSMP1900257001,"DOLISY  SPRL|RUE GRANS PIERSOULX ,1|6041|GOSSELIES|Pakhuis|"
BEGOSMP1900266001,"AMI METALS EUROPE|RUE LOUIS BLERIOT ,23|6041|GOSSELIES|Pakhuis|"
BEGOSMP1900291001,"HODLMAYR LOGISTICS BELGIUM-SORESIC|AVENUE DES ETATS UNIS ,1|6041|GOSSELIES|Pakhuis|"
BEGOSMP1900293001,UNIVERCELLS S A|BIOPROCESS DESIGN CENTER BATIMENT I|6041|GOSSELIES|Pakhuis|
BEGOSMP2000290003,"CATERPILLAR (ANCIEN SITE)|AVENUE DES ETATS UNIS ,1|6041|GOSSELIES|Pakhuis|"
BEGOSMU00001001,"SOLAR TURBINES-SOTREWALL|AVENUE JEAN MERMOZ ,11|6041|GOSSELIES|Pakhuis|"
BEGOSMU00001002,SOLAR TURBINES|AVENUE J. MERNOZ 7|6041|GOSSELIES|Pakhuis|
BEGOSMU00011001,AMI METALS EUROPE|RUE LOUIS BLÉRIOT 23|6041|GOSSELIES|Pakhuis|
BEGOSVP000307001,||||Pakhuis|Particulier Douane-entrepot type C
BEGOSVP000484001,||||Pakhuis|Particulier Douane-entrepot type C
BEGOSVP001798001,||||Pakhuis|Particulier Douane-entrepot type C
BEGOSVP001998001,||||Pakhuis|Particulier Douane-entrepot type C
BEGOSVP002287001,||||Pakhuis|Particulier Douane-entrepot type C
BEGOSVP002324001,||||Pakhuis|Particulier Douane-entrepot type C
BEGOSZ0484001,SONACA SA||6041|GOSSELIES|Pakhuis|
BEGOSZ0484002,SONACA|RUE DU CERISIER|6041|GOSSELIES|Pakhuis|
BEGOSZ1351002,ZIEGLER|RUE DES FUSILLÉS 21|6040|GOSSELIES|Pakhuis|
BEGOSZ1697002,HÖDLMAYER||6041|GOSSELIES|Pakhuis|
BEGOSZ1798001,SOLAR TURBINES EUROPE SA||6041|GOSSELIES|Pakhuis|
BEGOSZ1798002,SOLAR TURBINES EUROPE SA||6041|GOSSELIES|Pakhuis|
BEGOSZ1798003,SOLAR|AVENUE JEAN MERMOZ 11|6041|GOSSELIES|Pakhuis|
BEGOSZ1998001,JACQUES DOLISY SPRL||6041|GOSSELIES|Pakhuis|
BEGOSZ2287001,CEDIWALL SA (CENTRE DE DISTRIBUTION DE WALLONIE||6041|GOSSELIES|Pakhuis|
BEGOSZ2324001,CATERPILLAR COMMERCIAL SA||6041|GOSSELIES|Pakhuis|
BEGOSZ2324002,CATERPILLAR COMMERCIAL SA|SOTREWALL SPRL|6041|GOSSELIES|Pakhuis|
BEGOSZ2725001,AMI METALS EUROPE SPRL||6041|GOSSELIES|Pakhuis|
BEGOSZ2965001,S.A.B.C.A. SA||6041|GOSSELIES|Pakhuis|
BEGRAZ2806001,CCB ITALCEMNTI S.A.||7530|GAURAIN-RAMECROIX|Pakhuis|
BEGRB42128B01,FABRICOM GTI|INDUSTRIEWEG 16|1850|GRIMBERGEN|Pakhuis|
BEGRB49124B01,COFELY FABRICOM|GATTI DE GAMONDSTRAAT 254|1180|UKKEL|Pakhuis|
BEGRB56733B01,||||Pakhuis|
BEGRBB1696001,B-1696-B|BRUSSELSESTWG 11 BUS 2|1850|GRIMBERGEN|Pakhuis|Publiek Douane-entrepot type B
BEGRBB1853001,B-1853-B|COCKERIESTRAAT|1850|GRIMBERGEN|Pakhuis|Publiek Douane-entrepot type B
BEGRBD1707001,D-1707-B|COCKERIESTR 20|1850|GRIMBERGEN|Pakhuis|Particulier Douane-entrepot type D
BEGRBD1733001,D-1733-B|BOECHOUTLAAN 245|1850|GRIMBERGEN|Pakhuis|Particulier Douane-entrepot type D
BEGRBD1742001,D-1742-B|COCKERIESTR 20|1850|GRIMBERGEN|Pakhuis|Particulier Douane-entrepot type D
BEGRBD2245001,CHEMOGAS|WELVAARTDIJK 85|1850|GRIMBERGEN|Pakhuis|
BEGRBE0060019,E-0060-B|POTAARDE|1850|GRIMBERGEN|Pakhuis|Particulier Douane-entrepot type E
BEGRBHU00016006,|WELVAARTDIJK 85|1850|GRIMBERGEN|Pakhuis|
BEGRBP0631001,CHEMOGAS||1850|GRIMBERGEN|Pakhuis|
BEGRBP0646001,GERLACH&CO||1850|GRIMBERGEN|Pakhuis|
BEGRBVP000483001,||||Pakhuis|Particulier Douane-entrepot type C
BEGRBVP00135001,CHEMOGAS|WESTVAARTDIJK 85|1850|GRIMBERGEN|Pakhuis|
BEGRBVP00161001,CATERPILLAR DISTRIBUTION SERVICES BELGIUM|HUMBEEKSESTEENWEG 98|1850|GRIMBERGEN|Pakhuis|
BEGRBVP00161002,CATERPILLAR DISTRIBUTION SERVICES EUROPE|INDUSTRIEWEG 16|1850|GRIMBERGEN|Pakhuis|
BEGRBVP00161003,CATERPILLAR DISTRIBUTION SERVICES BELGIUM|EPPEGEMSESTEENWEG 31-33|1850|GRIMBERGEN|Pakhuis|
BEGRBVP001743001,||||Pakhuis|Particulier Douane-entrepot type C
BEGRBVP002149001,||||Pakhuis|Particulier Douane-entrepot type C
BEGRBVP002457001,||||Pakhuis|Particulier Douane-entrepot type C
BEGRBVU00029001,CATERPILLAR 1|HUMBEEKSESTEENWEG 98|1850|GRIMBERGEN|Pakhuis|
BEGRBVU00029002,CATERPILLAR 2|INDUSTRIEWEG 16|1850|GRIMBERGEN|Pakhuis|
BEGRBVU00029003,CATERPILLAR 3|EPPEGEMSESTEENWEG 31-33|1850|GRIMBERGEN|Pakhuis|
BEGRBVZ00483001,CATERPILLAR DISTRIBUTION SERVICES EUROPE||1850|GRIMBERGEN|Pakhuis|
BEGRBVZ00483002,CATERPILLAR DISTRIBUTION SERVICES EUROPE||1850|GRIMBERGEN|Pakhuis|
BEGRBVZ00483003,CATERPILLAR DISTRIBUTION SERVICES EUROPE||1850|GRIMBERGEN|Pakhuis|
BEGRBZ2670001,GERLACH & CO NV|EPPEGEMSESTEENWEG 31-33|1850|GRIMBERGEN|Pakhuis|
BEGRBZ2670002,GERLACH & CO NV (BIJ CHEMOGAS)|WELVAARTDIJK 85|1850|GRIMBERGEN|Pakhuis|
BEGRBZ2896002,CATERPILLAR DISTRIBUTION SERVICES EUROPE NV|INDUSTRIEWEG 16|1850|GRIMBERGEN|Pakhuis|
BEGRBZ2896003,CATERPILLAR DISTRIBUTION SERVICES EUROPE NV|EPPEGEMSESTEENWEG 31-33|1850|GRIMBERGEN|Pakhuis|
BEGREHP00085001,P4 FRUIT BVBA|NONNEMIELENSEWEG 33|3803|GORSEM|Pakhuis|
BEGROVS00011001,ART SHIPPERS|STATIONSSTRAAT 33|1702|GROOT BIJGAARDEN|Pakhuis|
BEGUGCA00079002,VANMARCKE-FOULON-GHESQUIERE|OOSTLAAN 14|8560|GULLEGEM|Pakhuis|
BEGUGD1398001,D-1398-B|2 MAGAZIJNEN - NIJVERHEIDSLAAN 2|8560|GULLEGEM|Pakhuis|Particulier Douane-entrepot type D
BEGUGD1439004,D-1439-B|DRIEMASTEN 120-126|8560|GULLEGEM|Pakhuis|Particulier Douane-entrepot type D
BEGUGGP00197001,SIDEM NV||8560|GULLEGEM|Pakhuis|
BEGUGGP00477002,CARGILL OIL PACKERS BVBA|SITE VAN MARCKE-FOULON-GHESQUIERE|8560|GULLEGEM|Pakhuis|
BEGUGGP00487004,CARGILL NV||8560|GULLEGEM|Pakhuis|
BEGUGGP00533001,LVD COMPANY NV||8560|GULLEGEM|Pakhuis|
BEGUGGP00593001,VANMARCKE-FOULON-GHESQUIERE NV||8560|GULLEGEM|Pakhuis|
BEGUGGP00668001,E-MAX PROFILES||8560|GULLEGEM|Pakhuis|
BEGUGGP00669001,DELORGE RECYCLING|HONDSCHOTESTRAAT 96|8560|GULLEGEM|Pakhuis|
BEGUGGU00073001,LVD COMPANY NV||8560|GULLEGEM|Pakhuis|
BEGUGGU00103001,VANMARCKE-FOULON-GHESQUIERE NV||8560|GULLEGEM|Pakhuis|
BEGUGGZ03169001,VANMARCKE-FOULON-GHESQUIERE NV||8560|GULLEGEM|Pakhuis|
BEGUGVP000619001,||||Pakhuis|Particulier Douane-entrepot type C
BEGUGVP000788001,||||Pakhuis|Particulier Douane-entrepot type C
BEGUGVP002088001,||||Pakhuis|Particulier Douane-entrepot type C
BEGVE2893001,MONFORT|RUE DE LA FORÊT 16|5340|GESVES|Pakhuis|
BEGVRD3377001,D'HAEZE TRADING NV|MAGAZIJN|9890|GAVERE|Pakhuis|Particulier Douane-entrepot type D
BEGVRGP00230001,PERFECTA NV||9890|GAVERE|Pakhuis|
BEGVRGP00656001,D'HAEZE TRADING NV||9890|GAVERE|Pakhuis|
BEGVRGU00015001,D'HAEZE TRADING NV||9890|GAVERE|Pakhuis|
BEGVYP1979001,HENNEN|BEHO 10|6672|GOUVY|Pakhuis|
BEGWEAU00117002,KASTEEL VAN 'S GRAVENWEZEL|1E VERDIEPING|2970|'S GRAVENWEZEL|Pakhuis|
BEHACD1764001,D-1764-B|REMI VAN DE SANDELAAN 2|3150|HAACHT|Pakhuis|Particulier Douane-entrepot type D
BEHADP0651001,SENSIENT FLAVORS||3001|HEVERLEE|Pakhuis|
BEHAECA00074002,BEXCO|ZWAARVELD 19|9220|HAMME|Pakhuis|
BEHAECA00074003,BEXCO|ZWAARVELD 25|9220|HAMME|Pakhuis|
BEHAECA00110001,BEXCO NV|ZWAARVELD 25|9220|HAMME|Pakhuis|
BEHAHHP00255001,HAMOFA BVBA||3930|HAMONT-ACHEL|Pakhuis|
BEHAHHP00258001,ANTIQUE-CENTER SLEGERS|MIDDENWEG 10|3930|HAMONT-ACHEL|Pakhuis|
BEHAHHP00315001,SCHUURMANS GERARDUS||3930|HAMONT-ACHEL|Pakhuis|
BEHAHHP00317001,MIKE ANTIQUES||3930|HAMONT-ACHEL|Pakhuis|
BEHAHHP00330001,HOEBEN TRANSPORT|BOSSTRAAT 175|3930|HAMONT-ACHEL|Pakhuis|
BEHAHHP00376001,ACHEL ANTIQUES BVBA|THOMAS WATSONLAAN 35|3930|HAMONT-ACHEL|Pakhuis|
BEHAHHP00642001,ANTIQUE-CENTRE SLEGERS|MIDDENWEG 10|3930|HAMONT-ACHEL|Pakhuis|
BEHAHP0674001,SCHUURMANS GERARDUS|BEVRIJDINGSSTRAAT 91|3930|HAMONT-ACHEL|Pakhuis|
BEHAHZ2581009,VAN POPPEL LOMMEL N.V.|HEIKANT 5|3930|HAMONT-ACHEL|Pakhuis|
BEHALVP000988001,||||Pakhuis|Particulier Douane-entrepot type C
BEHARBP00009001,"DEM GROUP|RUE DU BASSIN COLLECTEUR, 10|1130|HAREN|Pakhuis|"
BEHARD1439005,TVH EQUIPMENT||1130|BRUSSEL|Pakhuis|
BEHARP0620001,AUTOREDO||1130|BRUSSEL-HAREN|Pakhuis|
BEHARP0624001,S.A.B.C.A. NV||1130|BRUSSEL|Pakhuis|
BEHARZ0000001,UNITED BELGIAN MILLS NV|VILVOORDSELAAN 300|1130|HAREN|Pakhuis|
BEHARZ3078001,"DEM GROUP|RUE DU BASSIN COLLECTEUR, 10|1130|HAREN|Pakhuis|"
BEHAWCU00001006,THE COURT|NIKELAAN 1971|3945|HAM|Pakhuis|
BEHAWHZ00303001,TESSENDERLO GROUP NV|BERGSTRAAT 52|3945|HAM|Pakhuis|
BEHAWP00029001,IKO SALES INTERNATIONAL NV|IZ RAVENSHOUT 3974|3945|HAM|Pakhuis|
BEHBNA0884002,EUROSAN II||2660|HOBOKEN|Pakhuis|Publiek Douane-entrepot type A
BEHBNAP00082001,SANY LOGISTICS - EUROSAN 2||2660|HOBOKEN|Pakhuis|
BEHBNAP001166001,PARKING INGANG D||2660|HOBOKEN|Pakhuis|
BEHBNAP00190001,SMULDERS PROJECT BELGIUM||2660|HOBOKEN|Pakhuis|
BEHBNC0994001,TECOM||2660|HOBOKEN (ANTWERPEN)|Pakhuis|Particulier Douane-entrepot type C
BEHBNHR00048002,SANY LOGISTICS HOBOKEN - EUROSAN 2|LAGE WEG 363|2660|HOBOKEN|Pakhuis|
BEHBNHZ02469004,SANY LOGISTICS|LAGE WEG 363|2660|HOBOKEN|Pakhuis|
BEHBUP0971001,BHA BELGIUM|RUE DE RÉMERSDAEL 105|4852|HOMBOURG|Pakhuis|
BEHBUP0994001,MALTERIE DU CHÂTEAU|RUE DE RÉMERSDAEL 105|4852|HOMBOURG|Pakhuis|
BEHBUZ1823001,"B.H.A. (BEURRERIE DU PAYS DE HERVE-AUBEL) S.A.|RUE DE RÉMERSDAEL, N° 105|4852|HOMBOURG|Pakhuis|"
BEHCAVP002436001,||||Pakhuis|Particulier Douane-entrepot type C
BEHCSMP1900302001,"TR-D|RUEDE L'INDUSTRIE,5|7321|HARCHIES|Pakhuis|"
BEHDYP2016001,"VIGREUX J. ET G.|34, ROUTE DE VILLERS|4162|HODY|Pakhuis|"
BEHEBB1906001,B-1906-B|TILDONKSESTEENWEG 104|3020|HERENT|Pakhuis|Publiek Douane-entrepot type B
BEHEBP00030001,CARGILL MALT HERENT|ZIJPSTRAAT 155|3020|HERENT|Pakhuis|
BEHEBP0601001,LOGFRET|TILDONKSESTEENWEG 104|3020|HERENT|Pakhuis|
BEHEBVP00040001,JUDY SELECTION|KLEIN DALENSTRAAT 42 B|3020|HERENT|Pakhuis|
BEHEBVP00097001,PAUWELS|BIESTSTRAAT 6|3020|HERENT|Pakhuis|
BEHEBVP001776001,||||Pakhuis|Particulier Douane-entrepot type C
BEHEBVP00182001,BOORTMALT INTERNATIONAL|ZIJPSTRAAT 155|3020|HERENT|Pakhuis|
BEHEBVP002535001,||||Pakhuis|Particulier Douane-entrepot type C
BEHEBVZ02535001,LOGFRET||3020|HERENT|Pakhuis|
BEHEBZ1776001,CARGILL FRANCE NV|ZIJPSTRAAT 155|3020|HERENT|Pakhuis|
BEHEBZ2535001,LOGISTICS FRET NV|TILDONKSESTEENWEG 104|3020|HERENT|Pakhuis|
BEHEJC1168002,C-1168-B|GENERAAL DEPREZSTRAAT 16|8530|HARELBEKE|Pakhuis|Particulier Douane-entrepot type C
BEHEJCA00027001,OSTA CARPETS NV|EVOLIS 119|8530|HARELBEKE|Pakhuis|
BEHEJD1472002,D-1472-B|GENTSESTEENWEG 94|8530|HARELBEKE|Pakhuis|Particulier Douane-entrepot type D
BEHEJGP00238001,OSTA CARPETS N.V.|EVOLIS 119|8530|HARELBEKE|Pakhuis|
BEHEJGP00295001,ENGICON NV||8530|HARELBEKE|Pakhuis|
BEHEJGP00419001,RANSON NV||8530|HARELBEKE|Pakhuis|
BEHEJGP00419002,RANSON NV||8530|HARELBEKE|Pakhuis|
BEHEJGP00531001,LANO NV||8530|HARELBEKE|Pakhuis|
BEHEJGP00558001,BELTRAMI NV||8530|HARELBEKE|Pakhuis|
BEHEJGP00591001,BEMARMI BVBA||8530|HARELBEKE|Pakhuis|
BEHEJGP00830001,ISOFORM NV||8530|HARELBEKE|Pakhuis|
BEHEJGU00006001,ALTACHEM NV|IZ HARELBEKE ZUID C2060|8530|HARELBEKE|Pakhuis|
BEHEJGU00023001,RANSON NV||8530|HARELBEKE|Pakhuis|
BEHEJGU00023003,RANSON NV||8530|HARELBEKE|Pakhuis|
BEHEJGZ02373002,GUARDIAR EUROPE BVBA||8530|HARELBEKE|Pakhuis|
BEHEJGZ03211002,BETAFENCE BELGIUM NV||8530|HARELBEKE|Pakhuis|
BEHEJP00008001,KOVANTEX BVBA|VAARNEWIJKSTRAAT 9|8530|HARELBEKE|Pakhuis|
BEHEJP00032001,ALTACHEM NV|GENERAAL DEPREZSTRAAT 2|8530|HARELBEKE|Pakhuis|
BEHEJP00040001,AGRISTO NV|WATERSTRAAT 40|8531|HARELBEKE|Pakhuis|
BEHEJP00063001,SCIOTEQ BVBA|GENERAAL DEPREZSTRAAT 2|8530|HARELBEKE|Pakhuis|
BEHEJVP001915001,||||Pakhuis|Particulier Douane-entrepot type C
BEHEJZ2373002,BETAFENCE NV||8530|HARELBEKE|Pakhuis|
BEHEKD1750001,D-1750-B|GEERSTRAAT 32|3940|HECHTEL-EKSEL|Pakhuis|Particulier Douane-entrepot type D
BEHERB3650801,FRESH & SAUCY FOODS N.V.|WELVAARTSTRAAT 18|2200|HERENTALS|Pakhuis|
BEHERC1502001,C-1502-B|VENNEN 31/2|2200|HERENTALS|Pakhuis|Particulier Douane-entrepot type C
BEHERC1502002,C-1502-B|VENNEN 31|2200|HERENTALS|Pakhuis|Particulier Douane-entrepot type C
BEHERC1502003,C-1502-B|GEELSEWEG 17|2200|HERENTALS|Pakhuis|Particulier Douane-entrepot type C
BEHERCU0163020,NIKE EUROPE HOLDING BV|ATEALAAN 34|2200|HERENTALS|Pakhuis|
BEHERD2066001,D-2066-B|TOEKOMSTLAAN 44|2200|HERENTALS|Pakhuis|Particulier Douane-entrepot type D
BEHERD2096006,GERLACH & C° NV / D-2069-B|HANNEKENSHOEK 29|2200|HERENTALS|Pakhuis|Particulier Douane-entrepot type D
BEHERD2245004,GERLACH N.V. / D-2096-B|SAFFIERSTRAAT 3|2200|HERENTALS|Pakhuis|Particulier Douane-entrepot type D
BEHERD2245006,GERLACH & C° N.V. / D-2245-B|HANNEKENSHOEK 29|2200|HERENTALS|Pakhuis|
BEHERE0006001,E-0006-B|WELVAARTSTRAAT 20|2200|HERENTALS|Pakhuis|Particulier Douane-entrepot type E
BEHERE0163011,NIKE ELC|ATEALAAN 34|2200|HERENTALS|Pakhuis|Particulier Douane-entrepot type D
BEHERE0183008,FIEGE ANTWERPEN NV (BIJ TRUCK PARKING&HANDLING)|WELVAARTSTRAAT 5|2200|HERENTALS|Pakhuis|Particulier Douane-entrepot type E
BEHERE2104004,KUEHNE+NAGEL LOGISTICS N.V. / E-2104-B|ATEALAAN 34 B|2200|HERENTALS|Pakhuis|Particulier Douane-entrepot type E
BEHERHP00037002,LWH HERENTALS 2|WELVAARTSTRAAT 20|2200|HERENTALS|Pakhuis|
BEHERHP00197001,NEDSCHROEF HERENTALS NV|BRIGANDSSTRAAT 10|2200|HERENTALS|Pakhuis|
BEHERHP00249002,THE BELGIAN CHOCOLATE GROUP NV||2200|HERENTALS|Pakhuis|
BEHERHP00356001,MONDELEZ BELGIUM BISCUITS PRODUCTION NV|DE BEUKELAER-PAREINLAAN 1|2200|HERENTALS|Pakhuis|
BEHERHP00356002,MONDELEZ CHOCOLATE PRODUCTION BVBA|MONTEZUMALAAN 1|2200|HERENTALS|Pakhuis|
BEHERHP00428001,GERLACH & CO NV (TP&H)|WELVAARTSTRAAT 1|2200|HERENTALS|Pakhuis|
BEHERHP00432001,KEMIN BUILDING 6|TOEKOMSTLAAN 33|2200|HERENTALS|Pakhuis|
BEHERHP00432002,KEMIN BUILDING 2|TOEKOMSTLAAN 42|2200|HERENTALS|Pakhuis|
BEHERHP00432003,KEMIN BUILDING 5|TOEKOMSTLAAN 33|2200|HERENTALS|Pakhuis|
BEHERHP00433001,SUEZ HERENTALS 1|TOEKOMSTLAAN 45|2200|HERENT|Pakhuis|
BEHERHP00433002,SUEZ HERENTALS 2|TOEKOMSTLAAN 54|2200|HERENTALS|Pakhuis|
BEHERHP00452001,SPC BRADY WAREHOUSE|ATEALAAN 71|2200|HERENTALS|Pakhuis|
BEHERHP00523002,NIKE EUROPE HOLDING BV|ATEALAAN 34|2200|HERENTALS|Pakhuis|
BEHERHP00561001,TRUCK PARKING & HANDLING CO (FIEGE)|WELVAARTSTRAAT 5|2200|HERENTALS|Pakhuis|
BEHERHP00576001,AURORA PRODUCTIONS NV|ANTWERPSEWEG 11|2340|BEERSE|Pakhuis|
BEHERHP00579001,BISCUITERIE THIJS NV|ATEALAAN 67-69|2200|HERENTALS|Pakhuis|
BEHERHP00629001,GRIFFITH FOODS NV|TOEKOMSTLAAN 44|2200|HERENTALS|Pakhuis|
BEHERHU00008001,LWH HERENTALS 2|WELVAARTSTRAAT 20|2200|HERENTALS|Pakhuis|
BEHERHU00016001,GERLACH & CO NV (MAGAZIJN 1)|WELVAARTSTRAAT 1|2200|HERENTALS|Pakhuis|
BEHERHU00016003,GERLACH & CO NV (MAGAZIJN 2)|TOEKOMSTLAAN 2|2200|HERENTALS|Pakhuis|
